9229	3702
9230	9606
9231	9606
9232	10090
9233	3702
9234	10090
9235	10117
9236	3702
9237	10090
9238	7227
9239	7227
9240	7227
9241	7227
9242	10090
9243	7227
9244	7227
9245	9606
9246	9606
9247	10116
9248	4577
9249	4577
9250	7227
9251	7227
9252	9606
9253	9606
9254	7227
9255	10090
9256	9606
9257	10090
9258	9606
9259	9606
9260	9606
9261	9606
9262	4513
9263	10090
9264	9606
9265	9606
9266	10116
9267	10090
9268	10116
9269	10116
9270	9606
9271	9606
9272	3888
9273	3888
9274	7742
9275	10116
9276	9606
9277	7227
9278	9606
9279	9606
9280	9606
9281	4577
9282	4102
9284	9606
9285	9606
9286	9606
9287	9606
9288	10090, 10116, 8355, 8364, 9031, 9606, 9913, 9986
9289	10090, 10116, 9606, 9986
9290	9606
9291	10090
9292	4577
9293	9606
9294	9606
9295	10090
9296	10090
9297	9606
9298	9606
9299	9606
9300	9606
9301	9606
9302	9606
9303	10090
9304	9606
9305	9606
9306	10090
9307	9606
9308	9606
9309	9606
9310	4151
9311	9606
9312	9606
9313	7227
9314	7227
9315	10090
9316	8355
9317	9031
9318	9606
9319	9606
9320	10090
9321	9606
9322	7227
9323	9606
9324	4151
9325	4151
9326	9606
9327	10090
9328	10090
9329	9606
9330	10090, 10116
9331	9031
9332	10090
9333	9606
9334	9606
9335	9606
9338	9986
9339	3702
9340	10090
9341	10090, 10116, 8355, 8364, 9031, 9606, 9913, 9986
9342	10090, 10116, 8022, 9031, 9606
9344	9606
9345	10116
9346	10116
9347	7729
9348	9606
9349	4577
9350	3702
9351	10090
9352	4577
9353	9606
9354	10090
9355	7227
9356	3888
9357	4565
9358	4094
9359	9606
9360	9606
9361	10090
9362	9606
9363	10090
9364	10090
9365	9606
9366	9606
9367	9606
9368	10090
9369	10090
9370	10090
9371	10090
9372	10090
9373	10090
9374	10090
9375	10090
9376	9606
9377	9606
9378	10090
9379	10090
9380	10090
9381	9606
9382	10090
9383	9606
9384	10090
9385	10090
9386	9606
9387	10090
9388	9606
9389	10090
9390	10090, 10116, 9606
9391	10090, 9606
9392	10090
9393	9606
9394	10116, 9606
9395	10090, 9606
9396	10090, 9606
9397	9606
9398	10090, 10116, 9606
9399	9606
9400	10090
9401	9606
9402	10090
9403	9606
9404	10090, 10116, 9606
9405	10090, 10116, 9606
9406	10090, 10116, 9606
9407	-
9408	7227
9409	7227
9410	7227
9411	7227
9412	7227
9413	7227
9414	7227
9415	7227
9416	7227
9417	7227
9418	7227
9419	7227
9420	7227
9421	7227
9422	7227
9423	7227
9424	7227
9425	7227
9426	7227
9427	7227
9428	7227
9429	7227
9430	7227
9431	7227
9432	7227
9433	7227
9434	7227
9435	7227
9436	7227
9437	7227
9438	7227
9439	7227
9440	7227
9441	7227
9442	7227
9443	7227
9444	7227
9445	7227
9446	7227
9447	7227
9448	7227
9449	7227
9450	7227
9451	7227
9452	7227
9453	7227
9454	7227
9455	7227
9456	7227
9457	7227
9458	7227
9459	7227
9460	7227
9461	7227
9462	7227
9463	7227
9464	7227
9465	7227
9467	7227
9468	7227
9469	7227
9470	7227
9471	7227
9472	7227
9473	7227
9474	7227
9475	7227
9476	7227
9477	7227
9478	7227
9479	7227
9480	7227
9481	7227
9482	7227
9483	7227
9484	7227
9485	7227
9486	7227
9487	7227
9488	7227
9489	7227
9490	7227
9491	7227
9492	7227
9493	7227
9494	7227
9495	7227
9496	7227
9497	7227
9498	7227
9499	7227
9500	7227
9501	7227
9502	9606
9503	10090, 10117, 9606, 9986
9504	6239
9505	6239
9506	6239
9507	6239
9508	6239
9509	4932
9510	4932
9511	4932
9512	4932
9513	4932
9514	4932
9515	4932
9516	4932
9517	4932
9518	4932
9519	4932
9520	4932
9521	4932
9522	4932
9523	4932
9524	4932
9525	4932
9526	4932
9527	4932
9528	4932
9529	4932
9530	4932
9531	4932
9532	4932
9533	4932
9534	4932
9535	4932
9536	4932
9537	4932
9538	4932
9539	4932
9540	4932
9541	4932
9542	4932
9543	4932
9544	4932
9545	4932
9546	4932
9547	4932
9548	4932
9549	4932
9550	4932
9551	4932
9552	4932
9553	4932
9554	4932
9555	4932
9556	4932
9557	4932
9558	4932
9559	4932
9560	4932
9561	4932
9562	4932
9563	4932
9564	4932
9565	4932
9566	4932
9567	4932
9568	4932
9569	4932
9570	4932
9571	4932
9572	4932
9573	4932
9574	4932
9575	4932
9576	4932
9577	4932
9578	4932
9579	4932
9580	4932
9581	4932
9582	4932
9583	4932
9584	4932
9585	4932
9586	4932
9587	4932
9588	4932
9589	4932
9590	4932
9591	4932
9592	4932
9593	4932
9594	4932
9595	4932
9596	4932
9597	4932
9598	4932
9599	4932
9600	4932
9601	4932
9602	4932
9603	4932
9604	4932
9605	4932
9606	4932
9607	4932
9608	4932
9609	4932
9610	4932
9611	4932
9612	4932
9613	4932
9614	4932
9615	4932
9616	4932
9617	4932
9618	4932
9619	4932
9620	4932
9621	4932
9622	4932
9623	4932
9624	4932
9625	4932
9626	4932
9627	4932
9628	4932
9629	4932
9630	4932
9631	4932
9632	4932
9633	4932
9634	4932
9635	4932
9636	4932
9637	4932
9638	4932
9639	4932
9640	4932
9641	4932
9642	4932
9643	4932
9644	4932
9645	4932
9646	4932
9647	4932
9648	4932
9649	4932
9650	4932
9651	4932
9652	4932
9653	4932
9654	4932
9655	4932
9656	4932
9657	4932
9658	4932
9659	4932
9660	4932
9661	4932
9662	4932
9663	4932
9664	4932
9665	4932
9666	4932
9667	4932
9668	4932
9669	4932
9670	4932
9671	4932
9672	4932
9673	4932
9674	4932
9675	4932
9676	4932
9677	4932
9678	4932
9679	4932
9680	4932
9681	4932
9682	4932
9683	4932
9684	4932
9685	4932
9686	9606
9687	9606
9688	9606
9689	9606
9690	9606
9691	9606
9692	9606
9693	9606
9694	9606
9695	9606
9696	9606
9697	9606
9698	9606
9699	9606
9700	9606
9701	9606
9702	9606
9703	9606
9704	9606
9705	9606
9706	9606
9707	9606
9708	9606
9709	9606
9710	9606
9711	9606
9712	9606
9713	9606
9714	9606
9715	9606
9716	9606
9717	9606
9718	9606
9719	9606
9720	9606
9721	9606
9722	9606
9723	9606
9724	9606
9725	9606
9726	9606
9727	9606
9728	9606
9729	9606
9730	9606
9731	9606
9732	9606
9733	9606
9734	9606
9735	9606
9736	9606
9737	9606
9738	9606
9739	9606
9740	9606
9741	9606
9742	9606
9743	9606
9744	9606
9745	9606
9746	9606
9747	9606
9748	9606
9749	9606
9750	9606
9751	9606
9752	9606
9753	9606
9754	9606
9755	9606
9756	9606
9757	9606
9758	9606
9759	9606
9760	9606
9761	9606
9762	9606
9763	9606
9764	9606
9765	9606
9766	9606
9767	9606
9768	9606
9769	9606
9770	9606
9771	9606
9772	9606
9773	9606
9774	9606
9775	9606
9776	9606
9777	9606
9778	9606
9779	9606
9780	9606
9781	9606
9782	9606
9783	9606
9784	9606
9785	9606
9786	9606
9787	9606
9788	9606
9789	9606
9790	9606
9791	9606
9792	9606
9793	9606
9794	9606
9795	9606
9796	9606
9797	9606
9798	9606
9799	9606
9800	9606
9801	9606
9802	9606
9803	9606
9804	9606
9805	9606
9806	9606
9807	9606
9808	9606
9809	9606
9810	9606
9811	9606
9812	9606
9813	9606
9814	9606
9815	9606
9816	9606
9817	9606
9818	9606
9819	9606
9820	9606
9821	9606
9822	9606
9823	9606
9824	9606
9825	9606
9826	9606
9827	9606
9828	9606
9829	9606
9830	9606
9831	9606
9832	9606
9833	9606
9834	9606
9835	9606
9836	9606
9837	9606
9838	9606
9839	9606
9840	9606
9841	9606
9842	9606
9843	9606
9844	9606
9845	9606
9846	9606
9847	9606
9848	9606
9849	9606
9850	9606
9851	9606
9852	9606
9853	9606
9854	9606
9855	9606
9856	9606
9857	9606
9858	9606
9859	9606
9860	9606
9861	9606
9862	9606
9863	9606
9864	9606
9865	9606
9866	9606
9867	9606
9868	9606
9869	9606
9870	9606
9871	9606
9872	9606
9873	9606
9874	9606
9875	9606
9876	9606
9877	9606
9878	9606
9879	9606
9880	9606
9881	9606
9882	9606
9883	9606
9884	9606
9885	9606
9886	9606
9887	9606
9888	9606
9889	9606
9890	9606
9891	9606
9892	9606
9893	9606
9894	9606
9895	9606
9896	9606
9897	9606
9898	9606
9899	9606
9900	9606
9901	9606
9902	9606
9903	9606
9904	9606
9905	9606
9906	9606
9907	9606
9908	9606
9909	9606
9910	9606
9911	9606
9912	9606
9913	9606
9914	9606
9915	9606
9916	9606
9917	9606
9918	9606
10099	7227
10103	7227
10123	10090
10124	10090
10125	10090
10126	10090
10127	10090
10128	10090
10129	10090
10130	10090
10131	10090
10132	10090
10133	10090
10134	10090
10135	10090
10136	10090
10137	10090
10138	10090
10139	10090
10140	10090
10141	10090
10142	10090
10143	10090
10144	10090
10145	10090
10146	10090
10147	10090
10148	10090
10149	10090
10150	10090
10151	10090
10152	10090
10153	10090
10154	10090
10155	10090
10156	10090
10157	10090
10158	10090
10159	10090
10160	10090
10161	10090
10162	10090
10163	10090
10164	10090
10165	10090
10166	10090
10167	10090
10168	10090
10169	10090
10170	10090
10171	10090
10172	10090
10173	10090
10174	10090
10175	10090
10176	10090
10177	10090
10178	10090
10179	10090
10180	10090
10181	10090
10182	10090
10183	10090
10184	10090
10185	10090
10186	10090
10187	10090
10188	10090
10189	10090
10190	10090
10191	10090
10192	10090
10193	10090
10194	10090
10195	10090
10196	10090
10197	10090
10198	10090
10199	10090
10200	10090
10201	10090
10202	10090
10203	10090
10204	10090
10205	10090
10206	10090
10207	10090
10208	10090
10209	10090
10210	10090
10211	10090
10212	10090
10213	10090
10214	10090
10215	10090
10216	10090
10217	10090
10218	10090
10219	10090
10220	10090
10221	10090
10222	10090
10223	10090
10224	10090
10225	10090
10226	10090
10227	10090
10228	10090
10229	10090
10230	10090
10231	10090
10232	10090
10233	10090
10234	10090
10235	10090
10236	10090
10237	10090
10238	10090
10239	10090
10240	10090
10241	10090
10242	10090
10243	10090
10244	10090
10245	10090
10246	10090
10247	10090
10248	10090
10249	10090
10250	10090
10251	10090
10252	10090
10253	10090
10254	10090
10255	10090
10256	10090
10257	10090
10258	10090
10259	10090
10260	10090
10261	10090
10262	10090
10263	10090
10264	10090
10265	10090
10266	10090
10267	10090
10268	10090
10269	10090
10270	10090
10271	10090
10272	10090
10273	10090
10274	10090
10275	10090
10276	10090
10277	10090
10278	10090
10279	10090
10280	10090
10281	10090
10282	10090
10283	10090
10284	10090
10285	10090
10286	10090
10287	10090
10288	10090
10289	10090
10290	10090
10291	10090
10292	10090
10293	10090
10294	10090
10295	10090
10296	10090
10297	10090
10298	10090
10299	10090
10300	10090
10301	10090
10302	10090
10303	10090
10304	10090
10305	10090
10306	10090
10307	10090
10308	10090
10309	10090
10310	10090
10311	10090
10312	10090
10313	10090
10314	10090
10315	10090
10316	10090
10317	10090
10318	10090
10319	10090
10320	10090
10321	10090
10322	10090
10323	10090
10324	10090
10325	10090
10326	10090
10327	10090
10328	10090
10329	10090
10330	10090
10331	10090
10332	10090
10333	10090
10334	10090
10335	10090
10336	10090
10337	10090
10338	10090
10339	10090
10340	10090
10341	10090
10342	10090
10343	10090
10344	10090
10345	10090
10346	10090
10347	10090
10348	10090
10349	10090
10350	10090
10351	10090
10352	10090
10353	10090
10354	10090
10355	10090
10356	10090
10357	10090
10358	10090
10359	10090
10360	10090
10361	10090
10362	10090
10363	10090
10364	10090
10365	10090
10366	10090
10367	10090
10368	10090
10369	10090
10370	10090
10371	10090
10372	10090
10373	10090
10374	10090
10375	10090
10376	10090
10377	10090
10378	10090
10379	10090
10380	10090
10381	10090
10382	10090
10383	10090
10384	10090
10385	10090
10386	10090
10387	10090
10388	10090
10389	10090
10390	10090
10391	10090
10392	10090
10393	10090
10394	10090
10395	10090
10396	10090
10397	10090
10398	10090
10399	10090
10400	10090
10401	10090
10402	10090
10403	10090
10404	10090
10405	10090
10406	10090
10407	10090
10408	10090
10409	10090
10410	10090
10411	10090
10412	10090
10413	10090
10414	10090
10415	10090
10416	10090
10417	10090
10418	10090
10419	10090
10420	10090
10421	10090
10422	10090
10423	10090
10424	10090
10425	10090
10426	10090
10427	10090
10428	10090
10429	10090
10430	10090
10431	10090
10432	10090
10433	10090
10434	10090
10435	10090
10436	10090
10437	10090
10438	10090
10439	10090
10440	10090
10441	10090
10442	10090
10443	10090
10444	10090
10445	10090
10446	10090
10447	10090
10448	10090
10449	10090
10450	10090
10451	10090
10452	10090
10453	10090
10454	10090
10455	10090
10456	10090
10457	10090
